名称,種類,所在地,関連URL,写真,回収地区,回収日,回収品目,その他情報,コメント,経度,緯度
富士見ヶ丘2,総合,大和市福田1-11-21桜ヶ丘駅前ヒルズ,,,回収地区9,A資源-毎月1･3回目金<BR>B資源-毎月2･4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,R6年12月より専用から一般に変更,129-H-1,139.4671424,35.4476826
公所 38,総合,下鶴間108 分譲地セキュレアつきみ野ごみ集積所,,,回収地区 2,A資源-毎月2･4回目木<BR>B資源-毎月1･3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,008-A-4,139.463196,35.5140341
上和田団地 28,総合,大和市上和田2412 上和田団地4-8北側,,,回収地区10,A資源-毎月2･4回目金<BR>B資源-毎月1･3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,R7.2月に集合住宅等の専用から一般に変更,146-C-4,139.4777711,35.4374513
市役所本庁舎,使用済み小型家電回収ボックス,大和市下鶴間1-1-1,,,,,,046-260-5311,058-E-10,139.4612476,35.4842514
桜ヶ丘連絡所,使用済み小型家電回収ボックス,大和市福田5511-1,,,,,,046-268-1124,130-D-4,139.4693902,35.4460907
渋谷分室（高座渋谷IKOZA１階）,使用済み小型家電回収ボックス,大和市渋谷5-22　IKOZA 1階,,,,,,046-267-2330,159-H-1,139.4671133,35.429888
保健福祉センター,使用済み小型家電回収ボックス,大和市鶴間1-31-7,,,,,,046-260-5685,057-G-3,139.4577135,35.4872153
つきみ野学習センター,使用済み小型家電回収ボックス,大和市つきみ野5-3-5,,,,,,046-275-0088,011-G-8,139.457568,35.5075788
桜丘学習センター,使用済み小型家電回収ボックス,大和市福田1-30-1,,,,,,046-269-0411,129-E-1,139.4658581,35.4475267
環境管理センター,使用済み小型家電回収ボックス,大和市草柳3-12-1,,,,,,046-269-7343,114-E-10,139.4604997,35.4523887
大和市資源選別所,使用済み小型家電回収ボックス,大和市上草柳563-11,,,,,,046-262-8865,072-C-6,139.4426133,35.476719
大和商工会議所,使用済み小型家電回収ボックス,大和市中央5-1-4,,,,,,046-263-9111,103-B-3,139.4636796,35.4646819
大和市自然観察センターしらかしのいえ（泉の森内）,使用済み小型家電回収ボックス,大和市上草柳1728,,,,,,046-264-6633,081-E-2,139.4477469,35.4744177
ぷらっと高座渋谷,使用済み小型家電回収ボックス,大和市渋谷5-22　IKOZA 1階,,,,,,046-267-2722,159-H-1,139.4673811,35.4297367
大和スポーツセンター,使用済み小型家電回収ボックス,大和市上草柳1-1-1,,,,,,046-260-5762,084-DE-6,139.4606729,35.4710319
イオン大和鶴間店３階,使用済み小型家電回収ボックス,大和市下鶴間1-2-1,,,,,,,058-E-7,139.461214,35.4857019
文化創造拠点シリウス４階,使用済み小型家電回収ボックス,大和市大和南1-8-1,,,,,,046-263-0211,094-C-10,139.4684922,35.4661378
中央林間東急スクエア１階,使用済み小型家電回収ボックス,大和市中央林間4-12-1,,,,,,,019-G-6,139.4490848,35.5040205
市民交流拠点ポラリス,使用済み小型家電回収ボックス,大和市中央林間1-3-1,,,,,,046-274-4361,029-C-3,139.4472217,35.5003982
大和市リサイクル事業協同組合（大和市資源選別所）,やまとしりさいくるじぎょうきょうどうくみあい（やまとししげんせんべつしょ）,,大和市上草柳563-11,https://www.city.yamato.lg.jp/gyosei/soshik/75/gomi_recycle/kateikaraderugomi/6604.html,https://www.machi-info.jp/files/yamato/recycle/sigensenbatu/senbetsusho.jpg,開館時間：9時～12時、13時～15時30分<BR>休館日：年末年始,046-262-8865,046-262-8865,家庭の資源のお持込を受け付けています。,139.4424163,35.4768861
鶴間新町  17,小規模,大和市中央林間西5-14-7,,,回収地区1,A資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,027-F-5,139.4394709,35.5001346
鶴間新町  20,小規模,大和市中央林間西5-8-27  帰属ごみ停,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,027-G-5,139.4400773,35.4999127
鶴間新町  14,小規模,大和市中央林間西5-2　コンツェルトパーク,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,028-A-7,139.4414062,35.4989656
南林間西南  52,小規模（容器包装プラのみ）,大和市西鶴間7-13-29  カーサフォレスタB,,,回収地区3,容器包装プラ-毎週水,容器包装プラのみ,A・B資源の回収はありません,062-B-1,139.4419474,35.4835631
南林間西南  54,小規模,大和市南林間6-14-12 グランドビルKEI横,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,054-D-5,139.4430566,35.4862168
相模大塚北  10,小規模（容器包装プラのみ）,大和市桜森3-5-10　メルヴェーユ桜森,,,回収地区5,容器包装プラ-毎週木,容器包装プラのみ,A・B資源の回収はありません,088-E-3,139.4434852,35.4690817
南林間西南  46,小規模,大和市西鶴間6-11-18,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,055-C-5,139.4464216,35.4863695
南林間西南  44,小規模,大和市西鶴間6-11-20,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,055-C-6,139.4465502,35.4860509
南林間北  9,小規模,大和市南林間3-5-18  南林間セントラルマンション2号棟,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,037-C-5,139.4469789,35.4955089
南林間西南  45,小規模,大和市西鶴間6-10-11,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,055-D-8,139.4473701,35.4851955
西鶴間小田急  8,小規模,大和市西鶴間4-12-30,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,B資源の回収はありません,063-F-5,139.4482596,35.482053
中央林間内山  30,小規模,大和市中央林間6-7-13  大和中央幼稚園,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,009-H-8,139.4495884,35.5076771
南林間東北  14,小規模（容器包装プラのみ）,大和市林間2-6-1  Dグラフォート中央林間,,,回収地区4,容器包装プラ-毎週水,容器包装プラのみ,A・B資源の回収はありません,038-A-4・5,139.4498724,35.4955438
中央林間内山  28,小規模,大和市中央林間6-15-1,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,010-A-3,139.4502314,35.5098114
中央林間内山  24,小規模,大和市中央林間9-31-20  医療法人泉心会「大地」,,,回収地区1,A資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,010-B-1,139.4506891,35.5105451
慰霊塔公園  4,小規模,大和市西鶴間4-3-20,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,B資源の回収はありません,064-B-2,139.4507726,35.4834191
中央林間内山  21,小規模,大和市中央林間9-51  横浜水道路(桜の散歩道),,,回収地区1,A資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,004-C-6,139.450861,35.5129963
中央林間内山  22,小規模,大和市中央林間9-51  歩行者専用道路,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,004-C-8,139.4510245,35.5121508
中央林間内山  23,小規模,大和市中央林間9-33-1  歩行者専用道,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,004-D-10,139.4515657,35.5113346
中央林間内山  27,小規模,大和市中央林間9-12  （株）百力建設,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,010-F-8<BR>R6年5月末に廃止,139.4528927,35.5079304
南林間東南  16,小規模,大和市林間1-5-18　林間小学校東側,,,回収地区4,A資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,B資源の回収はありません,038-G-8,139.4532536,35.4939376
つきみ野  107,小規模,大和市つきみ野8-4-50,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,004-G-3,139.4534736,35.5144629
中央林間内山  25,小規模,大和市中央林間9-21  五差路,,,回収地区1,A資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,010-H-5,139.4538865,35.5090828
つきみ野  106,小規模,大和市つきみ野8-5-13,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-A-3,139.4541913,35.5144989
つきみ野  109,小規模,大和市つきみ野8-1-10,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-A-8,139.4544806,35.5121508
つきみ野  108,小規模,大和市つきみ野8-4-13,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-A-5,139.4545021,35.5135824
つきみ野  136,小規模,大和市つきみ野6-5-36,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-B-10,139.4547593,35.511016
つきみ野  245,小規模,大和市つきみ野6-4-45,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-B-2,139.4549858,35.5103706
中央林間内山  26,小規模,大和市中央林間9-9   （株）石井自動車整備工場,,,回収地区1,A資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-B-6,139.4549843,35.5083144
つきみ野  141,小規模,大和市つきみ野6-2-33,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-B-5,139.4551986,35.5091655
鶴間  5,小規模,大和市鶴間1-2-6,,,回収地区6,A資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、容器包装プラ,B資源の回収はありません,057-C-4,139.4553805,35.4865958
つきみ野  105,小規模,大和市つきみ野8-6-30,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-C-5,139.4554558,35.5132288
つきみ野  137,小規模,大和市つきみ野6-4-15,,,回収地区2,A資源-毎月2・4回目木;br;容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-C-1,139.4557536,35.5108731
つきみ野  135,小規模,大和市つきみ野6-4-31,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-C-2,139.4553969,35.510453
つきみ野  132,小規模,大和市つきみ野6-5-19,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-D-10,139.4561149,35.511435
つきみ野  140,小規模,大和市つきみ野6-2-38,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-D-4,139.4558051,35.5094112
つきみ野  143,小規模,大和市つきみ野6-1-80,,,回収地区2,A資源-毎月2・4回目木;br;容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-C-6,139.4557318,35.5084693
つきみ野  134,小規模,大和市つきみ野6-6-27,,,回収地区2,A資源-毎月2・4回目木;br;容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-D-10,139.4561524,35.5110335
つきみ野  144,小規模,大和市つきみ野6-2-16,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-E-5,139.4565195,35.5090411
つきみ野  156,小規模,大和市つきみ野5-2-18,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-E-10,139.4564203,35.5066471
つきみ野  101,小規模,大和市つきみ野8-10-7  つきみの7号公園,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-E-3,139.4565,35.5145175
つきみ野  139,小規模,大和市つきみ野6-3-22,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-E-3,139.4565334,35.5098642
つきみ野  103,小規模,大和市つきみ野8-10-35,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-E-5,139.4565669,35.5136549
つきみ野  133,小規模,大和市つきみ野6-6-2,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-E-10,139.4566079,35.5111819
つきみ野  146,小規模,大和市つきみ野6-1-50,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-E-7,139.4566186,35.5081529
つきみ野  145,小規模,大和市つきみ野6-1-71,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-F‐6,139.4565436,35.5085806
つきみ野  102,小規模,大和市つきみ野8-10-11,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-E-4,139.4567418,35.5140755
つきみ野  110,小規模,大和市つきみ野8-12-13,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,005-E-6,139.4568276,35.5129844
つきみ野  147,小規模,大和市つきみ野6-1-34,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-F-8,139.4568812,35.5078124
つきみ野  150,小規模,大和市つきみ野6-1-89,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-F-6,139.4569723,35.5087596
つきみ野  158,小規模,大和市つきみ野5-1,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,021-F-2,139.4570062,35.5061801
つきみ野  149,小規模,大和市つきみ野6-1-14,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-F-6,139.4569401,35.5084278
つきみ野  138,小規模,大和市つきみ野6-7-2,,,回収地区2,A資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、容器包装プラ,B資源の回収はありません,011-F-2,139.4571544,35.5103657
